product_id,product_name,category,brand,price_zar,cost_zar,margin_pct,weight_kg,anomaly_raw
LIB-03731833,Select Olive Oil Blend 500ml,Meal ingredients,Montagu Foods,203.54,150.44,26.09,3.494,-0.04719082539477848
LIB-01988120,Family Pack Chocolate Spread 400g,Spreads,Cape Coastal Honey,212.82,167.88,21.12,2.506,-0.04719082539477848
LIB-01086640,Traditional Fynbos Honey 250ml,Spreads,Dickon Hall Foods,204.07,156.61,23.26,3.053,-0.04719082539477848
LIB-03082139,Organic Coconut Milk 125g,Meal ingredients,Montagu Foods,188.05,138.31,26.45,4.25,-0.04719082539477848
LIB-04546950,Family Pack Tomato Paste 1L,Meal ingredients,Montagu Foods,216.87,169.32,21.93,2.683,-0.04719082539477848
LIB-03191950,Premium Iced Tea Concentrate 750g,Beverages,Chamonix,203.29,102.95,49.36,3.669,-0.0471806446469516
LIB-03201445,SELECT ATLANTIC SEA SALT GRINDER 500ML,Dry condiments,Khoisan Gourmet,216.88,150.66,30.53,3.344,-0.047141214094919115
LIB-00107294,Premium Chocolate Spread 500ml,Spreads,Dickon Hall Foods,187.69,94.67,49.56,6.694,-0.04707793143571637
LIB-00544350,Traditional Chocolate Spread 2kg,Spreads,Dickon Hall Foods,169.66,134.74,20.58,3.087,-0.04701869113617552
LIB-03790070,ORGANIC FYNBOS HONEY 750G,Spreads,Dickon Hall Foods,233.05,144.05,38.19,3.692,-0.04693317955318477
LIB-01673384,Select Apricot Jam 500g,Spreads,Goldcrest,195.47,116.78,40.26,4.772,-0.04677128078980841
LIB-04691800,Family Pack Veg Curry Meal 250ml,Convenience Meals,Finlar Fine Foods,193.77,144.33,25.51,3.908,-0.0466956909299181
LIB-01923107,Select Chicken Nuggets 1L,Value-added Meats,Finlar Fine Foods,190.56,136.27,28.49,4.096,-0.0466956909299181
LIB-03759175,Classic Butter Chicken Meal 250ml,Convenience Meals,Millennium Foods,183.12,138.67,24.27,4.671,-0.0466956909299181
LIB-03542305,Family Pack Pasta Shells 500g,Meal ingredients,Montagu Foods,181.47,144.77,20.22,2.769,-0.0465236730956089
LIB-03274267,Organic Bobotie Ready Meal 500ml,Convenience Meals,Millennium Foods,193.88,119.26,38.49,4.594,-0.04643821934901715
LIB-04589754,Classic Orange Marmalade 400g,Spreads,Dickon Hall Foods,194.47,130.86,32.71,4.341,-0.04643605958575436
LIB-00456870,Organic Iced Tea Concentrate 250ml,Beverages,Rialto,202.81,112.24,44.66,3.575,-0.04629308158429535
LIB-03465760,Premium Rooibos Tea 125g,Beverages,Khoisan Gourmet,199.79,115.3,42.29,4.08,-0.04627643008708071
LIB-02397444,Classic Hot Chocolate 500ml,Beverages,Khoisan Gourmet,201.97,130.23,35.52,4.094,-0.04620628324986997
LIB-00198990,Family Pack Orange Marmalade 250ml,Spreads,Bonne Maman,272.59,162.27,40.47,3.142,-0.0462030504216987
LIB-01137105,Select Crumbed Chicken Schnitzel 500g,Value-added Meats,Finlar Fine Foods,187.17,135.66,27.52,4.604,-0.046200891352957796
LIB-00724402,Classic Apricot Jam 250ml,Spreads,Cape Coastal Honey,213.5,156.76,26.58,3.245,-0.046200891352957796
LIB-00839629,Family Pack Cordon Bleu 750g,Value-added Meats,Finlar Fine Foods,202.62,155.7,23.16,3.14,-0.046200891352957796
LIB-02460831,Everyday Hot Chocolate 2kg,Beverages,Khoisan Gourmet,224.01,168.67,24.7,3.234,-0.046200891352957796
LIB-04277639,Classic Rooibos Tea 125g,Beverages,Chamonix,194.13,149.48,23.0,3.371,-0.046200891352957796
LIB-04732926,Premium Green Tea 125g,Beverages,Rialto,203.35,159.12,21.75,2.655,-0.046200891352957796
LIB-00823945,Traditional Chocolate Spread 750g,Spreads,Bonne Maman,201.94,155.06,23.21,3.144,-0.046200891352957796
LIB-01969662,Family Pack Rooibos Tea 750g,Beverages,Khoisan Gourmet,197.2,144.04,26.96,3.821,-0.046200891352957796
LIB-00630329,Classic Instant Cappuccino 2kg,Beverages,Khoisan Gourmet,215.0,166.39,22.61,2.737,-0.046200891352957796
LIB-01510885,Everyday Cordon Bleu 1kg,Value-added Meats,Finlar Fine Foods,208.98,160.21,23.34,2.812,-0.046200891352957796
LIB-03223873,Traditional Instant Cappuccino 125g,Beverages,Rialto,189.94,135.8,28.5,4.237,-0.046200891352957796
LIB-03794561,Organic Mayonnaise 400g,Wet condiments,Tabasco,195.77,131.2,32.98,4.537,-0.045941435612396164
LIB-00059934,Everyday Peri-Peri Chicken Strips 250ml,Value-added Meats,Finlar Fine Foods,296.99,194.93,34.36,3.434,-0.04592166026116962
LIB-03326959,Select Rooibos Tea 750ml,Beverages,Rialto,254.81,165.75,34.95,3.377,-0.04592166026116962
LIB-04521574,Classic Orange Marmalade 250ml,Spreads,Bonne Maman,288.57,176.16,38.95,3.246,-0.045870247653790774
LIB-03274887,Select Hot Chocolate 500g,Beverages,Chamonix,211.48,127.34,39.79,4.061,-0.04578191408032839
LIB-01854515,Classic Balsamic Reduction 2kg,Wet condiments,Kikkoman,202.88,155.41,23.4,2.837,-0.04570642643739342
LIB-02166971,Select Strawberry Preserve 750ml,Spreads,Bonne Maman,224.93,169.4,24.69,3.126,-0.04570642643739342
LIB-03817201,Gourmet Peri-Peri Rub 2kg,Dry condiments,Cape Herb & Spice,189.92,145.75,23.26,3.969,-0.04570642643739342
LIB-02866740,Select Instant Cappuccino 500g,Beverages,Khoisan Gourmet,275.99,208.45,24.47,3.129,-0.04570642643739342
LIB-00694096,Organic Crumbed Chicken Schnitzel 750g,Value-added Meats,Retailer Brands,197.11,152.28,22.74,3.289,-0.04570642643739342
LIB-03143068,Organic Cordon Bleu 250g,Value-added Meats,Finlar Fine Foods,200.66,154.24,23.13,3.193,-0.04570642643739342
LIB-00933606,Select Iced Tea Concentrate 750ml,Beverages,Rialto,271.31,211.13,22.18,2.54,-0.04570642643739342
LIB-02954307,Organic Fynbos Honey 250g,Spreads,Bonne Maman,222.23,164.78,25.85,2.875,-0.04570642643739342
LIB-04463632,EVERYDAY BUTTER CHICKEN MEAL 250ML,Value-added Meats,Finlar Fine Foods,190.69,150.05,21.31,3.132,-0.04570642643739342
LIB-04145063,Premium Iced Tea Concentrate 125g,Beverages,Rialto,217.6,160.02,26.46,3.145,-0.04570642643739342
LIB-03484960,Family Pack Rooibos Tea 2kg,Beverages,Khoisan Gourmet,245.93,185.65,24.51,3.08,-0.04570642643739342
LIB-04617905,Premium Veg Curry Meal 400g,Convenience Meals,Finlar Fine Foods,201.41,153.46,23.81,3.449,-0.04570642643739342
LIB-02389563,Premium Crumbed Chicken Schnitzel 250ml,Value-added Meats,Finlar Fine Foods,206.55,145.24,29.68,3.418,-0.04565691573438546
LIB-02229815,Premium Hot Chocolate 400g,Beverages,Rialto,260.53,146.74,43.68,3.095,-0.04563690656813879
LIB-04397714,Organic Dijon Mustard 1kg,Wet condiments,Tabasco,213.39,120.0,43.76,3.414,-0.04563690656813879
LIB-03098891,Organic Rooibos Tea 500g,Beverages,Chamonix,239.63,148.29,38.12,3.546,-0.04544930302437
LIB-01927556,Traditional Iced Tea Concentrate 1kg,Beverages,Rialto,197.56,121.33,38.59,4.328,-0.04544930302437
LIB-04774855,Organic Rooibos Tea 500ml,Beverages,Chamonix,224.17,136.46,39.13,3.789,-0.04544930302437
LIB-00880234,Classic Mac & Cheese Meal 1kg,Convenience Meals,Millennium Foods,213.09,128.19,39.84,3.832,-0.045287732543177195
LIB-02533948,Premium Mozzarella 400g,Dairy,Lancewood,191.17,151.21,20.9,2.748,-0.04527003689453157
LIB-03887973,Everyday Peri-Peri Chicken Strips 400g,Value-added Meats,Finlar Fine Foods,190.83,151.09,20.82,2.744,-0.04527003689453157
LIB-02331196,Traditional Rooibos Tea 1kg,Beverages,Khoisan Gourmet,227.35,118.6,47.83,3.27,-0.04523107941717419
LIB-00206818,Premium Chocolate Spread 400g,Spreads,Bonne Maman,219.29,146.19,33.33,3.611,-0.0452176805625536
LIB-03583208,Select Orange Marmalade 400g,Spreads,Bonne Maman,257.05,196.3,23.63,3.059,-0.04521229595687437
LIB-03942429,Traditional Cordon Bleu 250g,Value-added Meats,Finlar Fine Foods,213.78,158.21,25.99,2.847,-0.04521229595687437
LIB-03506742,Classic Crumbed Chicken Schnitzel 250g,Value-added Meats,Finlar Fine Foods,216.39,160.82,25.68,3.059,-0.04521229595687437
LIB-02129658,Family Pack Cordon Bleu 500ml,Value-added Meats,Finlar Fine Foods,231.93,166.3,28.3,3.183,-0.04521229595687437
LIB-00903353,Traditional Chicken Nuggets 250g,Value-added Meats,Retailer Brands,174.17,136.54,21.61,4.028,-0.04521229595687437
LIB-01023557,Select Butter Chicken Meal 125g,Convenience Meals,Finlar Fine Foods,237.87,177.83,25.24,2.917,-0.04521229595687437
LIB-03788747,Classic Hot Chocolate 125g,Beverages,Rialto,246.21,182.86,25.73,3.04,-0.04521229595687437
LIB-01983294,Everyday Iced Tea Concentrate 2kg,Beverages,Chamonix,180.05,140.36,22.04,3.652,-0.04521229595687437
LIB-01934774,Family Pack Balsamic Reduction 125g,Wet condiments,Tabasco,272.04,202.3,25.64,3.079,-0.04521229595687437
LIB-02641124,Gourmet Instant Cappuccino 1kg,Beverages,Chamonix,210.23,162.29,22.8,2.542,-0.04521229595687437
LIB-03882666,Gourmet Pepper Sauce 1L,Wet condiments,Tabasco,185.0,144.81,21.72,3.547,-0.04521229595687437
LIB-01443681,Traditional Beef Burger Patties 500ml,Value-added Meats,Finlar Fine Foods,213.48,152.98,28.34,3.289,-0.04521229595687437
LIB-04282482,Premium Cottage Pie 1L,Convenience Meals,Millennium Foods,197.01,99.34,49.58,3.78,-0.04520214272441625
LIB-04660742,Select Cordon Bleu 1L,Value-added Meats,Finlar Fine Foods,232.69,164.02,29.51,3.22,-0.04516281874080086
LIB-04285764,FAMILY PACK BUTTER CHICKEN MEAL 2KG,Convenience Meals,Millennium Foods,210.69,116.91,44.51,3.361,-0.04514282310790352
LIB-01430734,Organic Fynbos Honey 125g,Spreads,Dickon Hall Foods,214.4,116.47,45.68,3.153,-0.045128639747461174
LIB-01419506,Classic Sweet Chilli Sauce 500ml,Wet condiments,Tabasco,187.94,94.3,49.82,4.463,-0.04509970711478117
LIB-03847770,Premium Iced Tea Concentrate 250ml,Beverages,Chamonix,210.69,116.32,44.79,3.267,-0.04481050298237377
LIB-01944026,Classic Chicken Nuggets 125g,Value-added Meats,Finlar Fine Foods,179.01,141.47,20.97,2.938,-0.04477620156934503
LIB-03396909,Classic Fynbos Honey 750g,Spreads,Cape Coastal Honey,166.7,131.04,21.39,4.409,-0.04471849968520303
LIB-01694664,Select Chicken Nuggets 1kg,Value-added Meats,Finlar Fine Foods,190.78,149.49,21.64,3.285,-0.04471849968520303
LIB-02247025,Premium Rooibos Tea 750g,Beverages,Chamonix,231.32,171.28,25.96,3.004,-0.04471849968520303
LIB-01083828,Family Pack Rooibos Tea 1kg,Beverages,Rialto,168.31,131.15,22.08,4.801,-0.04471849968520303
LIB-02399737,Everyday Peri-Peri Chicken Strips 750ml,Value-added Meats,Finlar Fine Foods,214.76,162.76,24.21,2.948,-0.04471849968520303
LIB-03920909,Premium Chocolate Spread 125g,Spreads,Bonne Maman,215.1,154.24,28.29,3.095,-0.04471849968520303
LIB-02974668,family pack cordon bleu 500ml,Value-added Meats,Finlar Fine Foods,206.7,156.78,24.15,2.953,-0.04471849968520303
LIB-00748475,Traditional Instant Cappuccino 750ml,Beverages,Chamonix,199.92,145.65,27.15,3.407,-0.04471849968520303
LIB-01919127,Gourmet Rooibos Tea 400g,Beverages,Khoisan Gourmet,253.15,186.79,26.21,2.833,-0.04471849968520303
LIB-02740452,Classic Dijon Mustard 1kg,Wet condiments,Tabasco,183.48,139.39,24.03,4.141,-0.04471849968520303
LIB-00358409,Classic Iced Tea Concentrate 750g,Beverages,Chamonix,235.98,178.86,24.21,2.958,-0.04471849968520303
LIB-01848543,Select White Wine Vinegar 400g,Wet condiments,Kikkoman,196.25,143.87,26.69,3.721,-0.04471849968520303
LIB-01344675,Select Iced Tea Concentrate 250ml,Beverages,Khoisan Gourmet,199.74,138.28,30.77,3.425,-0.04466905593341475
LIB-04833991,Traditional Peri-Peri Chicken Strips 750ml,Value-added Meats,Finlar Fine Foods,253.81,180.39,28.93,3.088,-0.04466905593341475
LIB-03911714,Gourmet Orange Marmalade 125g,Spreads,Dickon Hall Foods,221.66,157.38,29.0,3.163,-0.04466905593341475
LIB-02579069,Organic Orange Marmalade 750g,Spreads,Cape Coastal Honey,232.76,118.14,49.24,3.1,-0.04460598699341556
LIB-02237581,Traditional Sweet Chilli Sauce 750ml,Wet condiments,Tabasco,167.06,132.56,20.65,3.299,-0.04454694676115678
LIB-04756101,Gourmet Chicken Nuggets 250ml,Value-added Meats,Finlar Fine Foods,251.91,160.04,36.47,3.46,-0.04446874126877076
LIB-02830063,Select Rooibos Tea 250ml,Beverages,Chamonix,263.83,167.93,36.35,3.517,-0.04446874126877076
LIB-00216006,Gourmet Hot Chocolate 750g,Beverages,Khoisan Gourmet,200.87,124.71,37.92,4.083,-0.044461723969244527
LIB-01989621,Classic Strawberry Preserve 250ml,Spreads,Cape Coastal Honey,218.02,137.96,36.72,3.812,-0.044461723969244527
LIB-00246095,Everyday Iced Tea Concentrate 500ml,Beverages,Khoisan Gourmet,253.28,164.52,35.04,3.34,-0.04443983479040514
LIB-02741363,Classic Hot Chocolate 125g,Beverages,Khoisan Gourmet,273.99,180.66,34.06,3.293,-0.04443983479040514
LIB-01600928,Family Pack Strawberry Preserve 1kg,Spreads,Bonne Maman,215.78,118.25,45.2,3.255,-0.044316978466386936
LIB-03415872,Traditional Soy Sauce 125g,Wet condiments,Maille,177.18,140.5,20.7,2.906,-0.04428270025337555
LIB-03566081,Classic Chocolate Spread 500ml,Spreads,Dickon Hall Foods,239.73,126.51,47.23,3.215,-0.04424379545655932
LIB-01273649,Premium Apricot Jam 1L,Spreads,Bonne Maman,201.85,103.71,48.62,3.836,-0.04424379545655932
LIB-03958269,SELECT CHOCOLATE SPREAD 750G,Spreads,Dickon Hall Foods,250.79,181.26,27.72,2.947,-0.044225037396334654
LIB-01621904,Organic Strawberry Preserve 1L,Spreads,Bonne Maman,214.7,163.23,23.97,2.988,-0.044225037396334654
LIB-00029192,Select Hot Chocolate 1L,Beverages,Chamonix,218.39,165.2,24.36,2.906,-0.044225037396334654
LIB-00578668,Select Fynbos Honey 250ml,Spreads,Bonne Maman,219.29,170.33,22.33,2.527,-0.044225037396334654
LIB-02903436,Premium Lemon & Herb Seasoning 500g,Dry condiments,Cape Herb & Spice,182.95,135.71,25.82,5.319,-0.044225037396334654
LIB-01046301,Traditional Couscous 400g,Meal ingredients,Cape Foods,187.04,146.83,21.5,3.304,-0.044225037396334654
LIB-01655550,Gourmet Apricot Jam 400g,Spreads,Cape Coastal Honey,179.79,139.5,22.41,3.656,-0.044225037396334654
LIB-03383220,Everyday Chicken Nuggets 1L,Value-added Meats,Finlar Fine Foods,257.75,199.53,22.59,2.632,-0.044225037396334654
LIB-04833007,Family Pack Green Tea 500ml,Meal ingredients,Rialto,231.33,175.38,24.19,2.995,-0.044225037396334654
LIB-02060044,Classic Crumbed Chicken Schnitzel 125g,Value-added Meats,Finlar Fine Foods,241.6,166.62,31.03,3.048,-0.04417562708619782
LIB-02404888,Gourmet Instant Cappuccino 750g,Beverages,Chamonix,310.12,211.09,31.93,3.187,-0.04417562708619782
LIB-00595531,Premium Beef Burger Patties 2kg,Value-added Meats,Finlar Fine Foods,244.49,168.55,31.06,3.031,-0.04417562708619782
LIB-01738243,Select Lasagne Ready Meal 500g,Convenience Meals,Finlar Fine Foods,222.62,154.95,30.4,3.197,-0.04417562708619782
LIB-03138662,Gourmet Peri-Peri Chicken Strips 125g,Value-added Meats,Finlar Fine Foods,272.77,192.45,29.45,3.171,-0.04417562708619782
LIB-03910032,Gourmet Chocolate Spread 750ml,Spreads,Bonne Maman,217.9,146.32,32.85,3.649,-0.043966282883276975
LIB-03660748,Family Pack Hot Chocolate 500ml,Beverages,Chamonix,163.7,130.91,20.03,3.181,-0.0439507716775962
LIB-04595572,Classic Instant Cappuccino 125g,Beverages,Chamonix,210.72,167.3,20.61,1.658,-0.04393965690542012
LIB-02759674,Everyday Couscous 125g,Meal ingredients,Cape Foods,194.01,131.72,32.11,3.65,-0.043893135070151135
LIB-04701450,Select Iced Tea Concentrate 400g,Beverages,Khoisan Gourmet,215.18,125.5,41.68,3.778,-0.04380719248788589
LIB-02895996,Traditional Green Tea 750ml,Beverages,Khoisan Gourmet,214.12,127.4,40.5,3.736,-0.04380719248788589
LIB-00803506,Classic Green Tea 1kg,Beverages,Rialto,228.6,131.02,42.69,3.445,-0.04380719248788589
LIB-04110777,Everyday Hot Chocolate 2kg,Beverages,Khoisan Gourmet,171.64,135.72,20.93,3.561,-0.04378953272071373
LIB-02683114,Organic Strawberry Preserve 1kg,Spreads,Dickon Hall Foods,187.2,148.14,20.87,2.835,-0.04378953272071373
LIB-04806772,Family Pack Peri-Peri Chicken Strips 400g,Value-added Meats,Finlar Fine Foods,211.43,111.6,47.22,3.437,-0.04375065423744784
LIB-04192879,Organic Crumbed Chicken Schnitzel 400g,Value-added Meats,Finlar Fine Foods,228.29,164.88,27.78,2.984,-0.04373190886437761
LIB-01252681,Gourmet Strawberry Preserve 250g,Spreads,Goldcrest,176.57,138.98,21.29,3.51,-0.04373190886437761
LIB-00910133,Everyday Strawberry Preserve 500ml,Spreads,Bonne Maman,220.64,159.49,27.71,3.066,-0.04373190886437761
LIB-04215148,Premium Fruit Bars 750ml,Snacking,Ambassador Foods,202.74,149.14,26.44,3.431,-0.04373190886437761
LIB-02308518,Classic Instant Cappuccino 400g,Beverages,Rialto,210.49,163.67,22.24,2.506,-0.04373190886437761
LIB-00983878,Organic Apricot Jam 750g,Spreads,Dickon Hall Foods,242.88,167.47,31.05,2.975,-0.043682531973273764
LIB-00553985,Everyday Instant Cappuccino 125g,Meal ingredients,Rialto,218.47,123.21,43.6,3.467,-0.04366257688552877
LIB-04778740,premium iced tea concentrate 750g,Meal ingredients,Rialto,242.1,136.52,43.61,3.172,-0.04366257688552877
LIB-00377380,Everyday Dijon Mustard 750g,Wet condiments,Kikkoman,186.12,93.64,49.69,4.279,-0.043619548318721946
LIB-02600360,Organic Strawberry Preserve 1L,Spreads,Dickon Hall Foods,176.88,140.96,20.31,2.732,-0.04356058792406026
LIB-02494821,Traditional Instant Cappuccino 500ml,Beverages,Khoisan Gourmet,212.78,169.74,20.23,1.853,-0.04342928561360404
LIB-01432449,Select Strawberry Preserve 400g,Spreads,Bonne Maman,207.67,165.49,20.31,1.806,-0.04342928561360404
LIB-00482214,Everyday Lasagne Ready Meal 2kg,Convenience Meals,Finlar Fine Foods,184.36,127.16,31.03,4.696,-0.04340023102281565
LIB-02524102,Organic Fynbos Honey 500g,Spreads,Goldcrest,205.84,113.9,44.67,3.457,-0.04333093060564297
LIB-00535064,Organic Fynbos Honey 250ml,Spreads,Dickon Hall Foods,225.29,123.99,44.96,3.158,-0.04333093060564297
LIB-04024899,Premium Fynbos Honey 500g,Spreads,Bonne Maman,247.81,146.77,40.77,3.392,-0.043314346568459006
LIB-03510075,Traditional Chocolate Spread 125g,Spreads,Bonne Maman,186.12,148.67,20.12,2.502,-0.043302069223089434
LIB-03498784,GOURMET SALTED ALMONDS 250G,Snacking,Montagu Foods,192.13,151.97,20.9,2.624,-0.04329669874560249
LIB-02212662,Family Pack Apricot Jam 250ml,Spreads,Bonne Maman,208.62,165.16,20.83,2.171,-0.04329669874560249
LIB-01541345,Classic Hot Chocolate 250g,Meal ingredients,Rialto,204.78,106.7,47.9,3.744,-0.04325784655808973
LIB-04391816,Classic White Wine Vinegar 125g,Wet condiments,Tabasco,202.86,154.63,23.78,3.053,-0.04323911386359269
LIB-01593031,Premium Instant Cappuccino 750ml,Beverages,Rialto,217.44,158.52,27.1,2.814,-0.04323911386359269
LIB-04135796,Classic Mac & Cheese Meal 400g,Convenience Meals,Millennium Foods,216.67,157.36,27.37,2.841,-0.04323911386359269
LIB-02592466,Family Pack Instant Cappuccino 125g,Beverages,Khoisan Gourmet,196.64,143.48,27.03,3.583,-0.04323911386359269
LIB-03163756,Select Crumbed Chicken Schnitzel 125g,Value-added Meats,Finlar Fine Foods,278.11,209.42,24.7,2.865,-0.04323911386359269
LIB-01392431,Premium Couscous 500g,Meal ingredients,Rialto,175.44,135.93,22.52,4.455,-0.04323911386359269
LIB-04747951,Select Iced Tea Concentrate 250ml,Beverages,Rialto,177.51,135.98,23.4,4.454,-0.04323911386359269
LIB-04233946,Family Pack Green Tea 1kg,Beverages,Rialto,220.53,160.4,27.27,2.816,-0.04323911386359269
LIB-00014205,Organic Cordon Bleu 2kg,Value-added Meats,Finlar Fine Foods,313.99,217.24,30.81,3.055,-0.04318977036891858
LIB-04067287,Classic Hot Chocolate 1kg,Beverages,Rialto,211.53,118.4,44.03,3.274,-0.04316982877794662
LIB-01652816,Everyday Orange Marmalade 125g,Spreads,Bonne Maman,231.79,122.15,47.3,3.217,-0.043155683750679685
LIB-01805497,Everyday Beef Burger Patties 750g,Value-added Meats,Finlar Fine Foods,223.89,112.34,49.82,3.19,-0.043126829313832826
LIB-02290177,Premium Peri-Peri Chicken Strips 500g,Value-added Meats,Finlar Fine Foods,200.74,113.59,43.41,3.66,-0.04306767832022218
LIB-02846639,Family Pack Strawberry Preserve 250g,Spreads,Bonne Maman,227.34,140.69,38.11,3.478,-0.04298285881185038
LIB-02516491,Organic Rooibos Tea 400g,Beverages,Rialto,204.57,137.46,32.81,3.781,-0.042980709253267135
LIB-03091475,TRADITIONAL ORANGE MARMALADE 125G,Spreads,Bonne Maman,201.07,160.25,20.3,2.032,-0.04296577264003998
LIB-00027229,Premium Green Tea 750g,Beverages,Rialto,204.5,163.11,20.24,1.668,-0.042954119280588676
LIB-01016938,Gourmet Beef Burger Patties 1kg,Value-added Meats,Finlar Fine Foods,206.77,124.13,39.97,3.999,-0.042821833989057256
LIB-00292297,Traditional Cordon Bleu 750g,Value-added Meats,Retailer Brands,193.94,112.71,41.88,4.139,-0.042821833989057256
LIB-03665698,Everyday Iced Tea Concentrate 750ml,Beverages,Chamonix,191.83,151.45,21.05,2.765,-0.04280419810243774
LIB-03328035,Family Pack Orange Marmalade 500g,Spreads,Cape Coastal Honey,238.51,127.99,46.34,3.046,-0.04276537219289267
LIB-00485711,Traditional Hot Chocolate 1L,Beverages,Chamonix,256.07,152.61,40.4,3.272,-0.04274880103573675
LIB-03913299,Classic Hot Chocolate 125g,Beverages,Rialto,198.28,148.18,25.27,3.567,-0.042746652168393795
LIB-03587131,Premium Beef Burger Patties 250ml,Value-added Meats,Finlar Fine Foods,185.11,143.75,22.34,3.301,-0.042746652168393795
LIB-01462784,Classic Pasta Shells 750g,Meal ingredients,Cape Foods,166.42,129.66,22.09,4.283,-0.042746652168393795
LIB-00838161,Select Fynbos Honey 125g,Spreads,Bonne Maman,244.89,183.61,25.02,3.061,-0.042746652168393795
LIB-01941949,Organic Green Tea 500g,Beverages,Chamonix,243.35,173.93,28.53,2.884,-0.042746652168393795
LIB-03023549,Classic Iced Tea Concentrate 500ml,Beverages,Rialto,225.23,172.87,23.25,2.675,-0.042746652168393795
LIB-04294477,Select Beef Burger Patties 400g,Value-added Meats,Finlar Fine Foods,200.99,153.74,23.51,3.153,-0.042746652168393795
LIB-02665989,Traditional Cordon Bleu 250ml,Value-added Meats,Retailer Brands,189.36,144.63,23.62,3.652,-0.042746652168393795
LIB-02499547,Premium Mayonnaise 750g,Wet condiments,Maille,199.01,101.22,49.14,3.67,-0.04273653322559379
LIB-00306098,Traditional Mac & Cheese Meal 750ml,Convenience Meals,Finlar Fine Foods,252.11,175.88,30.24,2.852,-0.04269734204756148
LIB-03958216,Traditional Peri-Peri Chicken Strips 2kg,Value-added Meats,Finlar Fine Foods,244.91,167.94,31.43,3.061,-0.04269734204756148
LIB-02574590,Select Cordon Bleu 250ml,Value-added Meats,Finlar Fine Foods,263.01,146.47,44.31,3.027,-0.042677413944233744
LIB-02776950,Organic Hot Chocolate 1kg,Beverages,Chamonix,209.36,127.74,38.99,3.695,-0.04249057043667315
LIB-03987254,GOURMET ROOIBOS TEA 1KG,Beverages,Chamonix,211.51,122.78,41.95,3.522,-0.04232965452422366
LIB-04320832,ORGANIC STRAWBERRY PRESERVE 500ML,Spreads,Dickon Hall Foods,181.27,143.43,20.87,2.838,-0.04231203056576793
LIB-02946081,Select Hot Chocolate 2kg,Beverages,Rialto,213.32,135.75,36.36,3.976,-0.04228870641963278
LIB-04430445,Everyday Peri-Peri Chicken Strips 1L,Value-added Meats,Finlar Fine Foods,201.35,128.54,36.16,3.883,-0.04225988634443156
LIB-03734855,premium instant cappuccino 125g,Dry condiments,Khoisan Gourmet,200.74,132.08,34.2,3.761,-0.04225988634443156
LIB-02878914,Select Iced Tea Concentrate 400g,Beverages,Chamonix,204.91,130.96,36.09,3.842,-0.04225988634443156
LIB-03524504,Organic Mac & Cheese Meal 125g,Convenience Meals,Finlar Fine Foods,266.64,156.07,41.47,2.822,-0.04225667096728758
LIB-04317095,Everyday Chocolate Spread 500ml,Spreads,Goldcrest,172.93,133.58,22.75,4.152,-0.042254523553347134
LIB-04369689,Family Pack Lasagne Ready Meal 750ml,Convenience Meals,Finlar Fine Foods,168.13,129.77,22.82,4.702,-0.042254523553347134
LIB-03104462,Gourmet Hot Chocolate 1kg,Beverages,Chamonix,205.9,162.02,21.31,2.473,-0.042254523553347134
LIB-01653360,Select Hot Chocolate 400g,Beverages,Rialto,209.09,154.54,26.09,2.819,-0.042254523553347134
LIB-04494543,Family Pack Iced Tea Concentrate 750g,Beverages,Rialto,197.39,155.12,21.41,2.79,-0.042254523553347134
LIB-03571355,Traditional Hot Chocolate 250g,Beverages,Khoisan Gourmet,193.85,142.82,26.32,3.374,-0.042254523553347134
LIB-04517238,Gourmet Risotto Rice 1kg,Meal ingredients,Rialto,202.9,153.82,24.19,3.247,-0.042254523553347134
LIB-00256609,Traditional Masala Blend 1L,Dry condiments,Cape Foods,224.53,157.8,29.72,2.995,-0.04220524678378401
LIB-00288299,SELECT FYNBOS HONEY 400G,Spreads,Bonne Maman,349.62,237.35,32.11,3.105,-0.04220524678378401
LIB-01572158,premium chicken nuggets 250ml,Value-added Meats,Finlar Fine Foods,246.12,159.42,35.23,3.183,-0.0419767997700653
LIB-00758477,Select Chicken Nuggets 125g,Value-added Meats,Finlar Fine Foods,215.94,171.53,20.57,1.898,-0.04195251393185351
LIB-04376062,Traditional Cordon Bleu 400g,Value-added Meats,Finlar Fine Foods,248.16,152.72,38.46,3.189,-0.04192566469145287
LIB-02685534,Organic Fynbos Honey 2kg,Spreads,Goldcrest,216.12,126.01,41.69,3.637,-0.04183780794865355
LIB-02712494,Classic Green Tea 750ml,Beverages,Khoisan Gourmet,202.36,121.04,40.19,3.811,-0.04183780794865355
LIB-04814398,Classic Apricot Jam 1kg,Spreads,Cape Coastal Honey,192.3,115.24,40.07,4.584,-0.04183780794865355
LIB-04325569,Select Instant Cappuccino 400g,Beverages,Chamonix,236.15,128.89,45.42,2.963,-0.041781422503376686
LIB-02446376,Traditional Lasagne Ready Meal 1kg,Convenience Meals,Finlar Fine Foods,202.81,105.44,48.01,3.621,-0.041781422503376686
LIB-01992856,Family Pack Peri-Peri Rub 750ml,Dry condiments,Cape Foods,192.74,124.21,35.56,4.456,-0.04176808695709189
LIB-04257716,Organic Beef Burger Patties 400g,Value-added Meats,Finlar Fine Foods,198.11,143.95,27.34,3.354,-0.04176272779317147
LIB-02236919,Organic Green Tea 1kg,Beverages,Khoisan Gourmet,190.34,144.88,23.88,3.763,-0.04176272779317147
